PlotID	Latitude	Longitude	Ownership	Altitude	Slope	Exposition	Rocks.and.boulder.cover	Bedrock.type	Calcareous.bedrock	Sand	Silt	Clay	Soil.drainage	Soil.depth	Soil.type	Stand.origin	Current.management	Forest.structure	Age.distribution	Age.canopy.trees	RestrictedSpeciesRichness	SpeciesRichness_Focals	ShannonIndex_Focals	TrueShannonIndex_Focals	SimpsonsIndex_Focals	TrueSimpsonsIndex_Focals	PielousIndex_Focals	SpeciesRichness_All	ShannonIndex_All	TrueShannonIndex_All	SimpsonsIndex_All	TrueSimpsonsIndex_All	PielousIndex_All	SpeciesRichness_NonFocals	evergreen	coniferous	Country	Composition	Annual.Mean.T	Annual.Precip	timber_quality	productivity	biomass	regeneration_juveniles	regeneration_seedlings	wood_decomposition	litter_decomposition_all	microbial_biomass	pHFF	pH0.10cm	total_soil_C	total_soil_N	X13CD	X13CW	WUE_average	lack_insect_impact_plot	lack_browsing	no_pathogen_damage	root_biomass	bird_richness	bird_diversity	bat_richness	bat_diversity	earthworm_richness	earthworm_biomass	understorey_subplot_richness	understorey_subplot_diversity	understorey_plot_richness	understorey_plot_diversity	threshold_1	threshold_2	threshold_3	threshold_4	threshold_5	threshold_6	threshold_7	threshold_8	threshold_9	threshold_10	threshold_11	threshold_12	threshold_13	threshold_14	threshold_15	threshold_16	threshold_17	threshold_18	threshold_19	threshold_20	threshold_21	threshold_22	threshold_23	threshold_24	threshold_25	threshold_26	threshold_27	threshold_28	threshold_29	threshold_30	threshold_31	threshold_32	threshold_33	threshold_34	threshold_35	threshold_36	threshold_37	threshold_38	threshold_39	threshold_40	threshold_41	threshold_42	threshold_43	threshold_44	threshold_45	threshold_46	threshold_47	threshold_48	threshold_49	threshold_50	threshold_51	threshold_52	threshold_53	threshold_54	threshold_55	threshold_56	threshold_57	threshold_58	threshold_59	threshold_60	threshold_61	threshold_62	threshold_63	threshold_64	threshold_65	threshold_66	threshold_67	threshold_68	threshold_69	threshold_70	threshold_71	threshold_72	threshold_73	threshold_74	threshold_75	threshold_76	threshold_77	threshold_78	threshold_79	threshold_80	threshold_81	threshold_82	threshold_83	threshold_84	threshold_85	threshold_86	threshold_87	threshold_88	threshold_89	threshold_90	threshold_91	threshold_92	threshold_93	threshold_94	threshold_95	threshold_96	threshold_97	threshold_98	threshold_99
GER29	51.08143	10.48009	state	401.12	2	N	20	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	3	5	0.866042693	2.37748378	0.410492158	2.436100132	0.788306031	5	0.866042693	2.37748378	0.410492158	2.436100132	0.788306031	0	0	0	Germany	Fasy.Frex.Qupe	7.3	699	1.042553191	2.563855146	206.0637273	76	766	17.65547663	29.34312225	2899.522401	5.76	5.39	74.25878762	5.503893975	-26.69337351	-27.57254439	-26.69337351	-2.039049694	100	0.784444444	35.65224819	10	2.153532457	1	2.14E-05	8	9.112	14	1.161874823	22	1.380554277	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	11	11	11	11	11	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	8	8	8	6	6	6	6	6	6	6	5	5	5	5	4	4	4	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GER30	51.09659	10.40535	state	415.49	3	E	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	2	3	0.214559155	1.239315431	0.474609375	2.106995885	0.309543429	3	0.214559155	1.239315431	0.474609375	2.106995885	0.309543429	0	0	0	Germany	Fasy.Qupe	7.2	737	0.606060606	1.467180526	63.95521142	5	148	8.406776545	24.76522238	2294.567527	5.5	5.51	68.23491875	5.39711307	-27.59207551	-27.89421329	-27.59207551	-1.473720577	99.03	0.96	12.75974987	9	2.033662344	1	0.25	5	6.05	10.33333333	0.918878804	16	1.239651976	16	16	16	16	16	16	15	15	15	15	14	14	13	12	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	10	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	6	5	5	5	5	5	5	4	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1
GER31	51.07922	10.44875	state	458.57	1	N	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	2	4	0.325082973	1.384145488	0.681818182	1.466666667	0.468995594	5	0.325082973	1.384145488	0.625708885	1.598187311	0.468995594	1	0	0	Germany	Fasy.Frex	6.9	758	0.869565217	2.077347871	189.1188899	59	345	4.198473936	30.26978297	3896.965722	5.68	5.57	75.12738745	6.223577898	-25.54061147	-26.40800679	-25.54061147	-1.214099179	83.45	0.82	23.94594888	15	2.601568303	4	5.64E-50	7	25.064	11.66666667	1.197458451	18	1.352696118	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	14	14	14	14	14	14	14	14	14	13	13	13	13	13	12	12	11	11	10	10	10	10	9	9	9	9	9	9	7	7	6	6	6	6	6	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
GER32	51.07684	10.40604	state	387.87	1	E	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	3	4	0.784485749	2.191279783	0.5328	1.876876877	0.714069701	4	0.784485749	2.191279783	0.5328	1.876876877	0.714069701	0	0	0	Germany	Acps.Fasy.Frex	7.1	745	1.29787234	4.156082989	275.6107193	31	517	10.51217549	31.52451422	1510.135092	5.86	5.68	62.01697112	5.074889351	-25.83850544	-27.08350439	-25.83850544	-1.987861033	100	0.957647059	39.78723789	11	2.262386254	6	0	4	3.182	11.33333333	0.795766428	14	0.983623165	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	13	13	13	13	13	13	13	13	13	13	11	11	11	11	11	11	11	11	11	10	10	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	5	5	5	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1
GER33	51.08675	10.47706	state	390.85	1	N	10	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	4	4	1.294832984	3.65038625	0.2975	3.361344538	0.934024562	5	1.294832984	3.65038625	0.241965974	4.1328125	0.934024562	1	0.225	0.225	Germany	Acps.Fasy.Frex.Piab	7.5	681	1.230769231	3.349362095	196.6058756	82	307	6.67940838	25.28950861	2314.720063	6.11	6.66	77.43928823	5.714039163	-25.88724926	-26.55650565	-25.88724926	-1.330722113	99	0.883888889	19.46437136	8	1.923065784	2	3.02E-22	7	19.554	12.66666667	1.786477767	21	2.381696897	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	14	14	14	14	14	14	14	14	14	13	13	13	13	13	11	11	11	11	11	11	11	11	11	10	10	10	9	9	9	9	9	9	8	8	7	7	6	6	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0
GER34	51.06623	10.41781	state	353.31	3	N	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	3	4	0.496537031	1.643021675	0.631666667	1.583113456	0.451967484	5	0.496537031	1.643021675	0.505622837	1.977758768	0.451967484	1	0.036363636	0.036363636	Germany	Fasy.Frex.Piab	7.4	699	1.15625	2.285870515	172.8867604	364	520	3.180594407	18.33490838	1569.769271	6.31	6.99	104.4031908	8.889709908	-27.4245345	-29.79912226	-27.4245345	-1.455629947	96.69	0.925	27.11024373	9	1.986266518	3	0	6	2.859	19	1.393924352	32	1.743932934	16	16	16	16	15	15	15	15	15	15	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	10	10	9	9	9	9	9	9	9	9	9	9	9	7	7	7	7	7	7	6	6	6	6	5	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0	0	0
GER35	51.08728	10.51699	state	331.04	1	N	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	2	4	0.691416078	1.996540789	0.311909263	3.206060606	0.997502546	5	0.691416078	1.996540789	0.239001189	4.184079602	0.997502546	1	0	0	Germany	Fasy.Qupe	7.8	637	1.172413793	2.411666269	270.5658795	262	210	9.241557197	20.32770289	2336.37558	5.18	4.32	54.14546779	4.160975379	-26.34807602	-26.85026233	-26.34807602	-1.683856946	99.79	0.854545455	42.1599878	14	2.523922033	7	0	11	54.251	11.33333333	1.524501423	16	1.719998685	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	13	13	13	13	13	13	13	13	13	12	11	11	11	10	9	9	9	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	5	5	5	5	5	5	5	4	4	3	3	3	3	3	3	2	2	1	1	1	1
GER36	51.09084	10.51404	state	305.31	1	N	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	2	3	0.233791659	1.26338125	0.605	1.652892562	0.337290067	5	0.233791659	1.26338125	0.408	2.450980392	0.337290067	2	0.0625	0.0625	Germany	Frex.Piab	7.7	641	0.913043478	3.246540676	81.33137305	227	267	2.576593988	29.64894097	1418.441425	6	6.26	66.40630838	5.029061029	-24.49874994	-26.19476119	-24.49874994	-2.051182021	96.61	0.916	27.08533191	14	2.553681558	1	1	6	15.49	26	2.503648018	39	2.845873679	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	14	14	14	14	14	14	14	14	14	14	14	13	13	12	12	12	11	11	11	10	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	1	1	1
GER37	51.07773	10.47167	state	430.02	2	SE	5	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	4	5	1.259396191	3.52329345	0.261186264	3.828685259	0.90846232	5	1.259396191	3.52329345	0.261186264	3.828685259	0.90846232	0	0	0	Germany	Acps.Fasy.Frex.Qupe	7.2	713	0.851851852	2.760502235	166.6615529	85	520	3.122785731	31.03883568	1620.762442	6.01	6.04	83.14689513	6.267448359	-26.40078822	-26.90986454	-26.40078822	-1.938006446	97.03	0.571666667	39.02386875	11	2.21281543	1	1	10	20.317	24	1.647015901	36	2.059347332	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	12	12	12	11	11	10	10	10	9	9	8	8	8	8	8	8	8	8	8	7	7	7	6	6	6	6	4	3	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
GER38	51.07034	10.4576	state	495.57	1	N	0	Muschelkalk	yes	1	2	3	2	NA	NA	NA	minimal	multiple	uneven	NA	3	5	0.857035248	2.356164883	0.431952663	2.315068493	0.780107101	6	0.857035248	2.356164883	0.401920439	2.488054608	0.780107101	1	0	0	Germany	Acps.Fasy.Frex	6.9	765	1.038461538	3.53081258	307.2276389	44	796	14.63914366	30.23364821	1658.870235	5.68	4.48	67.4252726	5.406647901	-25.3562559	-26.21438962	-25.3562559	-1.12300701	94.02	0.74	44.82234491	11	2.252728337	4	2.07E-49	7	12.925	19.33333333	1.372355163	31	1.646363808	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	11	11	11	11	9	9	9	9	9	9	9	8	8	7	7	7	7	6	6	5	5	5	5	5	4	4	4	4	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0
ITA01	43.34635	10.97425	communal	443	2	NW	5	sandstone_conglomerate	No	2	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	60	2	3	0.684799264	1.98337366	0.464615385	2.152317881	0.987956501	5	0.684799264	1.98337366	0.414408738	2.413076533	0.987956501	2	0	0	Italy	Quce.Qupe	7	581	0.484375	1.634134527	82.84809762	2	8	16.90611257	17.6173877	2731.932151	5.53	4.18	41.68242577	2.299083439	-25.4175096	-26.0749889	-25.4175096	-2.069532207	56.52	0.956666667	37.1386781	9	2.106577333	1	1	1	13.866	14	1.347779619	25	1.523893699	16	16	16	16	16	16	16	16	16	16	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	12	12	12	12	12	12	12	11	11	10	10	10	10	10	10	10	9	8	8	8	8	8	7	6	6	5	5	5	5	5	5	5	5	4	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	0	0	0	0
ITA02	43.3499167	10.96995	communal	470	2	NE	5	sandstone_conglomerate	No	2	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	80	4	4	1.34563806	3.840636315	0.271111111	3.68852459	0.970672678	6	1.34563806	3.840636315	0.20375	4.90797546	0.970672678	2	0	0	Italy	Osca.Quce.Quil.Qupe	13.6	794	0.45	2.326951066	100.9312914	2	39	10.97819637	21.29092021	2470.34309	6.24	6.74	63.15956173	4.089652315	-25.92951397	-26.61818117	-25.92951397	-1.300697612	68	0.743055556	52.83387921	10	2.214810368	4	4.48E-23	3	0.14	10.33333333	1.22597715	18	1.572644703	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	11	11	10	7	7	7	7	7	6	5	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITA03	43.4327	10.9172	communal	416	2	NW	5	diabase	No	1	1	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	70	2	2	0.342541508	1.408522817	0.80715851	1.238914027	0.494182935	3	0.342541508	1.408522817	0.617090319	1.620508326	0.494182935	1	0	0	Italy	Osca.Quil	13.4	819	0.123809524	1.247943457	69.59241094	4	43	19.08102974	16.13774887	1557.94652	6.27	5.84	68.42789644	4.610071316	-24.35390232	-24.37531744	-24.35390232	-1.212223502	56.25	0.926666667	22.1335315	5	1.504788284	1	1	3	0.164	13	1.150673612	19	1.248359112	16	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	11	11	11	10	10	9	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0
ITA04	43.35345	10.9735667	communal	397	2	NE	0	sandstone_conglomerate	No	2	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	70	1	3	0	1	0.792355372	1.262059974	NA	6	0	1	0.544581619	1.83627204	NA	3	0	0	Italy	Qupe	13.6	794	0.591836735	1.459567506	108.3843269	9	3	44.38920975	24.87104226	2789.575449	5.66	4.38	46.3463756	2.296339171	-25.19038413	-25.70011704	-25.19038413	-2.060453367	87.69	0.952777778	66.86804634	12	2.250260279	1	1	3	0.06	16.33333333	1.538878552	30	1.733038483	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	9	9	9	7	7	7	7	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	1	1	1	1
ITA05	43.3527	10.9720167	communal	422	2	NW	0	sandstone_conglomerate	No	2	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	70	3	4	0.72987121	2.074813375	0.546305931	1.83047619	0.664357406	5	0.72987121	2.074813375	0.355150344	2.815708943	0.664357406	1	0	0	Italy	Osca.Quil.Qupe	13.6	794	0.727272727	1.352278003	99.87200725	5	32	8.382966069	22.29996136	3101.663211	6.08	5.36	57.29907345	4.201672792	-25.23808618	-26.06176251	-25.23808618	-1.653387464	77.42	0.827777778	43.74160112	9	2.069202466	1	1	0	0	10.66666667	1.683364204	17	1.627983909	15	15	15	15	15	15	15	15	15	15	15	15	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	11	11	11	11	11	11	11	9	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	6	6	5	5	5	5	4	4	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITA06	43.34375	10.9376333	communal	393	1	N	35	sandstone_conglomerate	No	2	2	2	1	30	cambisol	coppice-with-standards	minimal	multiple	uneven	65	1	1	0	1	1	1	NA	3	0	1	0.495913272	2.016481622	NA	2	0	0	Italy	Quil	13.7	792	0.56097561	2.435729372	119.5538623	1	1	24.52350961	24.02235027	2433.455924	5.63	5.53	57.59987176	3.335391984	-24.53697658	-25.87	-24.53697658	-0.978614054	53.85	0.658888889	46.61293975	11	2.341994252	1	1	0	0	2.333333333	0.828302217	4	1.277034259	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	12	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	9	9	9	9	9	8	8	8	8	7	6	6	6	6	5	5	5	4	4	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ITA07	43.1753667	11.2029667	state	402	3	W	10	quartzite-anagenite_(verrucano)	No	1	3	1	2	70	cambisol	coppicing	minimal	multiple	uneven	45	1	1	0	1	1	1	NA	2	0	1	0.827664399	1.208219178	NA	1	0	0	Italy	Casa	13.2	728	0.27	1.143556469	77.9750558	2	10	8.692884937	38.47902569	1578.320574	5.04	4.01	41.97698629	2.155805698	-25.461054	-29.05835011	-25.461054	-2.525912607	82.35	0.418518519	28.66865024	12	2.351936534	1	1	0	0	16	1.901936871	25	2.216245873	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	12	11	11	11	11	11	11	11	11	11	11	11	11	10	10	9	8	8	8	8	8	8	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITA08	43.2262667	11.1919167	state	383	3	N	15	limestone	Yes	1	1	1	1	30	cambisol	coppice-with-standards	minimal	multiple	uneven	50	2	2	0.264052052	1.302195976	0.862825789	1.158982512	0.380946586	6	0.264052052	1.302195976	0.67093945	1.490447461	0.380946586	4	0	0	Italy	Osca.Quil	13.2	747	0.131147541	1.22747245	59.51362938	1	20	27.25362007	15.56509215	2351.598315	6.76	7.19	82.05585387	5.592983972	-26.06728917	-26.68328007	-26.06728917	-0.959695363	90	0.31	45.84443413	12	2.388889715	1	1	1	0.338	14	1.983344129	25	2.250031196	16	16	15	15	15	15	15	15	15	15	15	15	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	11	11	11	11	9	9	9	9	9	9	9	9	9	9	9	9	9	7	6	6	6	6	6	6	6	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0
ITA09	43.0770167	11.2162333	state	429	2	N	5	quartzite-anagenite_(verrucano)	No	2	2	1	2	50	cambisol	coppice-with-standards	minimal	multiple	uneven	60	3	4	0.995312697	2.705570233	0.354510321	2.820792342	0.90597266	10	0.995312697	2.705570233	0.211833455	4.720689655	0.90597266	6	0	0	Italy	Osca.Quce.Quil	13.4	700	0.3375	2.239683828	124.6466128	1	32	19.09190328	19.03174905	1004.837251	5.54	5.92	52.85246104	3.906946862	-26.50151139	-27.28210958	-26.50151139	-1.129066235	74.51	0.846654719	72.25586821	13	2.47622065	3	1.30E-13	1	3.644	20.33333333	2.048695202	35	2.48308922	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	14	13	13	13	13	13	12	12	12	11	11	10	10	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	5	5	5	5	5	4	4	3	3	3	3	3	3	3	3	2	2	2	2	1	1	1	1	1	0	0	0	0	0	0
ITA10	43.0823167	11.2077833	state	438	2	NE	15	quartzite-anagenite_(verrucano)	No	2	2	1	2	50	cambisol	coppice-with-standards	minimal	multiple	uneven	60	3	3	1.026097319	2.790155471	0.377751338	2.647244094	0.93399403	6	1.026097319	2.790155471	0.209889815	4.764404609	0.93399403	3	0	0	Italy	Casa.Quil.Qupe	13	697	0.346153846	1.726536634	106.7206555	0	0	14.61015478	29.66451659	2821.866444	5.07	3.91	87.55091399	2.99715744	-26.21526096	-27.2907027	-26.21526096	-2.140468585	73.68	0.786200717	93.64204858	10	2.187270992	1	1	0	0	11	1.211408154	16	1.290970864	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	9	9	9	9	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	5	5	5	5	5	4	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITA11	43.0868	11.20365	state	379	2	NW	40	quartzite-anagenite_(verrucano)	No	1	2	1	2	50	cambisol	coppice-with-standards	minimal	multiple	uneven	70	4	4	1.106828501	3.024750173	0.365333333	2.737226277	0.798407995	8	1.106828501	3.024750173	0.252936988	3.953553835	0.798407995	4	0	0	Italy	Casa.Osca.Quil.Qupe	14	709	0.242857143	1.654165856	97.16576008	0	81	13.26095855	31.83588245	2686.10069	5.61	5.03	43.79936032	2.720966501	-26.70586916	-27.71087676	-26.70586916	-1.811975044	68.42	0.703013783	38.11710718	12	2.406159575	1	1	3	3.532	12	1.629795455	20	2.225483011	15	15	15	15	15	15	15	15	15	15	15	15	14	13	13	13	13	13	13	13	13	13	13	11	11	11	11	10	10	10	9	9	9	9	9	9	9	9	9	7	7	7	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	4	3	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ITA12	43.08115	11.1947833	state	445	2	N	10	quartzite-anagenite_(verrucano)	No	1	2	1	2	70	cambisol	coppice-with-standards	minimal	multiple	uneven	45	1	2	0	1	0.977530992	1.022985469	NA	4	0	1	0.811457116	1.232351015	NA	2	0	0	Italy	Casa	13	695	0.452054795	1.214571051	68.91055483	2	0	13.55963543	19.27791527	2717.12059	4.65	3.6	73.41147326	3.013927445	-25.6613895	-26.83089689	-25.6613895	-2.691724728	100	0.962274923	58.840832	9	2.106577333	3	0.0625	1	0.035	11	1.200850766	13	1.394350666	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	13	12	12	12	11	11	11	11	11	11	11	11	10	9	8	8	8	7	6	6	6	6	6	6	5	5	5	5	4	4	4	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1
ITA13	43.0809	11.1964	state	479	2	W	7	quartzite-anagenite_(verrucano)	No	1	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	40	2	4	0.609594369	1.839685015	0.533469388	1.874521806	0.879458774	7	0.609594369	1.839685015	0.367495944	2.721118469	0.879458774	3	0	0	Italy	Casa.Quce	13	695	0.525423729	2.715757209	107.1005406	4	5	14.07836514	18.35720019	1192.831416	4.81	3.62	94.54431	4.287706784	-26.19495265	-27.54748598	-26.19495265	-2.085302455	70	1	71.19115744	10	2.232694477	1	1	0	0	10.66666667	1.152871303	19	1.390176092	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	12	12	12	11	11	11	11	11	11	11	11	11	11	11	11	10	9	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	4	4	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITA14	43.0713833	11.2007333	state	444	2	NW	2	quartzite-anagenite	No	1	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	60	3	3	0.727686854	2.070286191	0.599032518	1.669358457	0.662369119	7	0.727686854	2.070286191	0.438271605	2.281690141	0.662369119	4	0	0	Italy	Casa.Quce.Quil	13.5	699	0.392156863	1.865093493	97.71189756	1	0	14.84699534	16.26994826	2761.623564	NA	3.65	86.82167365	3.433262796	-25.99717722	-27.09446226	-25.99717722	-1.940213324	100	0.883333333	49.4058516	11	2.309632531	1	1	0	0	11	1.500506054	16	1.884974439	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	12	11	10	10	10	10	10	10	10	9	9	9	9	9	8	8	8	7	7	7	7	7	6	6	6	6	6	5	5	5	5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
ITA15	43.0688667	11.2047833	state	388	1	SE	5	quartzite-anagenite_(verrucano)	No	1	2	1	2	80	cambisol	coppice-with-standards	minimal	multiple	uneven	70	1	1	0	1	1	1	NA	3	0	1	0.77625	1.288244767	NA	2	0	0	Italy	Quce	13.5	699	0.894736842	2.792194393	137.5651586	2	13	11.24450563	18.99450308	1957.157301	NA	3.74	73.66670934	3.26685351	-24.80362819	-27.61856264	-24.80362819	-1.693656526	96.15	0.908333333	52.79631322	10	2.159731616	4	1.18E-24	1	0.01	9.666666667	1.497863363	16	2.153404722	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	12	12	11	10	10	9	9	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	3	3	2	2	2	2	2	2	1	1	1
